Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Eg.  
Vardas8863          Pavarde8863         7    10   6    9    10   10   1    5    10   1    1    
Vardas8864          Pavarde8864         6    7    1    8    5    1    6    7    4    4    4    
Vardas8865          Pavarde8865         10   9    7    3    7    1    8    2    10   10   9    
Vardas8866          Pavarde8866         5    2    1    9    4    6    8    4    6    4    4    
Vardas8867          Pavarde8867         1    9    5    10   2    7    9    8    2    10   9    
Vardas8868          Pavarde8868         1    8    4    9    1    3    6    1    4    9    4    
Vardas8869          Pavarde8869         7    9    3    4    3    2    4    10   6    3    7    
Vardas8870          Pavarde8870         6    3    8    3    5    10   3    6    6    4    3    
Vardas8871          Pavarde8871         8    5    3    7    4    10   5    9    1    6    1    
Vardas8872          Pavarde8872         1    1    2    7    1    8    8    1    4    3    6    
Vardas8873          Pavarde8873         4    10   6    3    9    5    10   9    2    8    7    
Vardas8874          Pavarde8874         6    1    7    3    7    3    6    3    9    6    4    
Vardas8875          Pavarde8875         6    4    2    10   7    7    5    3    8    2    7    
Vardas8876          Pavarde8876         4    7    9    3    5    2    3    6    6    2    2    
Vardas8877          Pavarde8877         10   1    3    2    9    3    9    9    7    8    8    
Vardas8878          Pavarde8878         1    9    9    5    2    3    6    8    1    3    5    
Vardas8879          Pavarde8879         4    2    8    7    7    9    9    2    3    4    1    
Vardas8880          Pavarde8880         9    3    10   2    5    5    8    1    4    1    8    
Vardas8881          Pavarde8881         5    9    6    10   4    5    1    6    2    5    7    
Vardas8882          Pavarde8882         5    3    8    4    7    1    2    4    9    2    3    
Vardas8883          Pavarde8883         3    3    5    9    7    4    6    5    5    4    7    
Vardas8884          Pavarde8884         6    7    2    5    9    6    4    5    2    2    9    
Vardas8885          Pavarde8885         9    8    7    4    8    2    7    2    10   7    9    
Vardas8886          Pavarde8886         2    6    7    1    8    9    5    6    2    9    10   
Vardas8887          Pavarde8887         6    6    2    10   2    6    5    10   1    6    6    
Vardas8888          Pavarde8888         1    6    4    10   10   10   6    1    8    3    1    
Vardas8889          Pavarde8889         8    1    5    5    1    2    10   8    1    9    7    
Vardas8890          Pavarde8890         9    9    1    7    3    6    1    2    4    1    1    
Vardas8891          Pavarde8891         9    10   3    8    6    10   8    10   2    5    8    
Vardas8892          Pavarde8892         8    6    2    2    8    5    5    6    4    9    6    
Vardas8893          Pavarde8893         10   9    1    10   1    9    4    1    9    2    4    
Vardas8894          Pavarde8894         5    5    7    8    3    2    4    7    8    6    7    
Vardas8895          Pavarde8895         9    3    5    7    4    4    1    7    7    4    1    
Vardas8896          Pavarde8896         8    5    4    9    5    8    5    2    3    8    1    
Vardas8897          Pavarde8897         9    1    3    10   7    9    6    4    7    6    3    
Vardas8898          Pavarde8898         7    1    6    10   7    9    3    5    4    10   10   
Vardas8899          Pavarde8899         7    5    6    1    4    3    9    10   2    1    8    
Vardas8900          Pavarde8900         1    9    1    4    7    1    3    5    2    8    1    
Vardas8901          Pavarde8901         10   9    4    8    4    7    5    3    5    1    9    
Vardas8902          Pavarde8902         2    9    2    2    10   3    6    10   3    1    9    
Vardas8903          Pavarde8903         6    5    4    10   2    8    3    7    8    4    8    
Vardas8904          Pavarde8904         8    8    10   6    7    8    2    4    7    1    2    
Vardas8905          Pavarde8905         8    7    5    4    4    3    10   6    2    10   4    
Vardas8906          Pavarde8906         5    1    3    8    9    8    3    6    3    2    10   
Vardas8907          Pavarde8907         5    10   7    10   10   3    1    4    2    8    10   
Vardas8908          Pavarde8908         10   3    10   2    2    4    2    3    4    6    6    
Vardas8909          Pavarde8909         4    3    1    4    8    2    8    2    1    1    3    
Vardas8910          Pavarde8910         8    1    1    3    3    6    6    5    3    4    5    
Vardas8911          Pavarde8911         6    10   2    1    7    4    1    3    1    5    8    
Vardas8912          Pavarde8912         10   3    3    8    4    6    8    2    1    6    6    
Vardas8913          Pavarde8913         4    5    7    6    9    10   10   4    6    7    10   
Vardas8914          Pavarde8914         2    1    4    6    9    9    10   7    4    1    9    
Vardas8915          Pavarde8915         7    3    1    9    7    1    6    6    7    7    6    
Vardas8916          Pavarde8916         1    9    10   10   2    3    10   3    5    2    8    
Vardas8917          Pavarde8917         10   2    5    4    6    5    10   4    3    4    3    
Vardas8918          Pavarde8918         10   9    2    10   8    3    1    8    1    7    1    
Vardas8919          Pavarde8919         8    10   8    4    2    3    10   7    7    5    8    
Vardas8920          Pavarde8920         1    2    4    9    9    6    9    9    5    2    10   
Vardas8921          Pavarde8921         6    7    9    1    7    4    9    5    7    4    9    
Vardas8922          Pavarde8922         5    6    2    10   10   7    6    9    5    3    2    
Vardas8923          Pavarde8923         1    3    10   6    6    6    6    10   10   7    2    
Vardas8924          Pavarde8924         9    2    7    1    5    10   8    1    6    7    1    
Vardas8925          Pavarde8925         7    4    1    6    10   2    10   5    3    3    9    
Vardas8926          Pavarde8926         10   1    7    5    7    9    3    7    6    9    1    
Vardas8927          Pavarde8927         9    1    2    9    4    7    2    7    7    10   9    
Vardas8928          Pavarde8928         8    9    2    6    9    4    3    9    5    4    9    
Vardas8929          Pavarde8929         5    2    5    1    3    10   8    9    1    7    4    
Vardas8930          Pavarde8930         1    8    10   2    9    1    9    8    1    4    8    
Vardas8931          Pavarde8931         5    3    8    3    4    2    4    2    2    2    7    
Vardas8932          Pavarde8932         1    2    5    10   9    7    7    4    3    4    9    
Vardas8933          Pavarde8933         6    2    8    8    6    6    3    2    5    1    2    
Vardas8934          Pavarde8934         8    5    2    3    3    6    6    2    6    1    10   
Vardas8935          Pavarde8935         8    2    8    5    5    10   10   7    6    2    7    
Vardas8936          Pavarde8936         3    6    1    7    10   1    10   9    5    8    8    
Vardas8937          Pavarde8937         8    2    7    5    4    1    9    2    6    5    9    
Vardas8938          Pavarde8938         7    10   4    10   1    9    7    8    10   3    5    
Vardas8939          Pavarde8939         6    8    5    7    10   10   2    1    5    4    3    
Vardas8940          Pavarde8940         5    2    5    1    1    7    8    6    1    6    4    
Vardas8941          Pavarde8941         7    6    4    9    1    10   4    2    3    3    3    
Vardas8942          Pavarde8942         2    5    7    4    9    9    2    6    3    6    3    
Vardas8943          Pavarde8943         2    4    9    9    8    10   6    6    10   4    3    
Vardas8944          Pavarde8944         9    4    7    8    8    5    9    4    2    9    9    
Vardas8945          Pavarde8945         7    7    4    10   5    8    1    3    6    7    8    
Vardas8946          Pavarde8946         3    1    6    5    5    7    9    3    9    1    7    
Vardas8947          Pavarde8947         2    8    6    4    9    8    6    10   10   4    8    
Vardas8948          Pavarde8948         7    8    4    6    7    10   9    4    5    4    4    
Vardas8949          Pavarde8949         1    8    4    8    9    4    1    9    8    10   5    
Vardas8950          Pavarde8950         5    8    8    2    10   8    4    9    10   5    3    
Vardas8951          Pavarde8951         10   10   1    5    1    10   10   1    8    4    10   
Vardas8952          Pavarde8952         4    9    5    1    4    9    3    10   4    9    5    
Vardas8953          Pavarde8953         1    1    3    6    5    6    1    5    2    3    5    
Vardas8954          Pavarde8954         4    7    8    9    7    7    3    1    5    9    10   
Vardas8955          Pavarde8955         6    3    6    1    5    10   4    8    10   10   4    
Vardas8956          Pavarde8956         9    4    5    7    4    10   6    8    9    7    7    
Vardas8957          Pavarde8957         8    9    1    9    2    1    7    3    2    4    4    
Vardas8958          Pavarde8958         2    7    4    5    8    3    7    5    5    7    6    
Vardas8959          Pavarde8959         1    2    6    6    4    9    8    1    9    9    3    
Vardas8960          Pavarde8960         4    5    3    3    5    5    5    4    4    6    8    
Vardas8961          Pavarde8961         6    9    8    1    3    1    10   3    10   7    5    
Vardas8962          Pavarde8962         3    1    4    6    3    2    3    7    2    10   1    
Vardas8963          Pavarde8963         5    4    9    1    3    8    8    6    2    5    1    
Vardas8964          Pavarde8964         3    6    10   4    1    3    3    8    4    4    5    
Vardas8965          Pavarde8965         9    6    2    2    1    2    5    7    10   2    9    
