Pavarde             Vardas              Galutinis (Med.)    
Vardas2050          Pavarde2050         7.40                
Vardas3600          Pavarde3600         7.40                
Vardas7997          Pavarde7997         7.40                
Vardas9411          Pavarde9411         7.40                
Vardas1256          Pavarde1256         7.40                
Vardas1273          Pavarde1273         7.40                
Vardas2030          Pavarde2030         7.40                
Vardas1291          Pavarde1291         7.40                
Vardas7117          Pavarde7117         7.40                
Vardas4323          Pavarde4323         7.40                
Vardas6281          Pavarde6281         7.40                
Vardas4123          Pavarde4123         7.40                
Vardas9553          Pavarde9553         7.40                
Vardas5879          Pavarde5879         7.40                
Vardas1643          Pavarde1643         7.40                
Vardas7115          Pavarde7115         7.40                
Vardas6374          Pavarde6374         7.40                
Vardas7859          Pavarde7859         7.40                
Vardas4538          Pavarde4538         7.40                
Vardas8524          Pavarde8524         7.40                
Vardas4534          Pavarde4534         7.40                
Vardas5398          Pavarde5398         7.40                
Vardas9550          Pavarde9550         7.40                
Vardas2746          Pavarde2746         7.40                
Vardas3438          Pavarde3438         7.40                
Vardas5477          Pavarde5477         7.40                
Vardas5857          Pavarde5857         7.40                
Vardas2761          Pavarde2761         7.40                
Vardas5501          Pavarde5501         7.40                
Vardas7278          Pavarde7278         7.40                
Vardas2495          Pavarde2495         7.40                
Vardas4283          Pavarde4283         7.40                
Vardas7288          Pavarde7288         7.40                
Vardas6353          Pavarde6353         7.40                
