Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Eg.  
Vardas7564          Pavarde7564         8    7    3    7    6    5    7    3    10   8    6    
Vardas7565          Pavarde7565         7    9    2    8    5    4    7    3    6    4    3    
Vardas7566          Pavarde7566         1    2    2    9    7    1    3    9    8    6    6    
Vardas7567          Pavarde7567         2    2    3    10   2    10   5    4    6    3    4    
Vardas7568          Pavarde7568         7    10   3    5    10   5    6    9    8    8    6    
Vardas7569          Pavarde7569         7    10   5    9    10   4    8    10   6    6    2    
Vardas7570          Pavarde7570         2    3    3    6    1    5    8    10   7    9    9    
Vardas7571          Pavarde7571         6    1    1    4    3    6    10   10   5    6    8    
Vardas7572          Pavarde7572         10   7    6    3    4    2    2    5    3    9    10   
Vardas7573          Pavarde7573         5    9    9    4    5    8    10   8    2    9    10   
Vardas7574          Pavarde7574         10   6    9    2    1    4    9    1    4    7    7    
Vardas7575          Pavarde7575         9    5    8    6    3    6    8    5    8    1    8    
Vardas7576          Pavarde7576         3    9    3    2    9    3    7    1    10   5    4    
Vardas7577          Pavarde7577         8    5    5    8    6    7    3    6    1    2    1    
Vardas7578          Pavarde7578         9    2    3    3    5    2    10   10   5    2    2    
Vardas7579          Pavarde7579         10   5    1    7    2    5    3    7    6    6    5    
Vardas7580          Pavarde7580         4    8    6    7    7    4    7    1    8    9    6    
Vardas7581          Pavarde7581         5    7    9    10   10   3    1    9    7    3    2    
Vardas7582          Pavarde7582         4    9    9    6    6    9    6    6    6    6    6    
Vardas7583          Pavarde7583         3    1    9    1    8    7    7    8    7    5    5    
Vardas7584          Pavarde7584         1    2    9    8    4    8    10   1    5    5    3    
Vardas7585          Pavarde7585         6    3    7    9    6    5    3    3    7    3    2    
Vardas7586          Pavarde7586         1    8    5    5    7    1    4    1    7    9    1    
Vardas7587          Pavarde7587         1    5    8    6    8    7    6    3    2    8    2    
Vardas7588          Pavarde7588         9    2    6    1    5    5    4    8    10   9    2    
Vardas7589          Pavarde7589         10   4    3    5    2    1    2    2    9    10   2    
Vardas7590          Pavarde7590         6    4    4    7    7    5    2    10   8    10   3    
Vardas7591          Pavarde7591         6    7    9    5    2    7    4    10   4    6    1    
Vardas7592          Pavarde7592         3    6    7    2    1    9    5    4    6    4    4    
Vardas7593          Pavarde7593         6    1    10   6    5    8    1    9    5    8    9    
Vardas7594          Pavarde7594         4    7    3    10   2    9    1    6    6    7    7    
Vardas7595          Pavarde7595         8    5    3    10   5    10   6    6    5    9    4    
Vardas7596          Pavarde7596         10   10   1    1    2    4    4    4    4    5    7    
Vardas7597          Pavarde7597         4    3    3    2    8    2    10   6    4    5    3    
Vardas7598          Pavarde7598         7    9    7    10   5    1    5    9    3    10   2    
Vardas7599          Pavarde7599         5    10   1    9    8    1    3    7    1    6    1    
Vardas7600          Pavarde7600         6    3    8    7    1    3    10   8    5    7    10   
Vardas7601          Pavarde7601         7    7    10   7    4    8    4    1    8    10   5    
Vardas7602          Pavarde7602         7    1    8    5    7    8    9    4    5    2    2    
Vardas7603          Pavarde7603         2    8    8    10   5    10   9    3    8    1    4    
Vardas7604          Pavarde7604         4    2    6    3    2    9    9    10   10   5    2    
Vardas7605          Pavarde7605         8    2    4    4    5    5    7    10   5    10   4    
Vardas7606          Pavarde7606         7    6    1    5    4    2    2    1    4    10   2    
Vardas7607          Pavarde7607         9    1    1    1    2    2    9    3    2    3    2    
Vardas7608          Pavarde7608         6    1    3    6    2    10   4    1    7    10   5    
Vardas7609          Pavarde7609         9    4    1    8    6    8    7    10   1    6    7    
Vardas7610          Pavarde7610         8    8    4    9    5    8    8    3    10   9    7    
Vardas7611          Pavarde7611         9    8    1    3    7    5    4    2    7    8    1    
Vardas7612          Pavarde7612         10   9    2    8    4    9    3    7    6    3    10   
Vardas7613          Pavarde7613         10   5    1    10   10   10   8    5    6    3    1    
Vardas7614          Pavarde7614         8    2    5    4    8    4    10   2    2    1    7    
Vardas7615          Pavarde7615         1    4    8    1    3    9    5    5    4    3    2    
Vardas7616          Pavarde7616         6    3    7    9    4    6    4    5    9    7    8    
Vardas7617          Pavarde7617         8    8    3    6    6    7    1    5    2    3    10   
Vardas7618          Pavarde7618         10   2    2    7    2    6    2    4    5    6    4    
Vardas7619          Pavarde7619         1    4    1    9    10   1    1    5    2    9    4    
Vardas7620          Pavarde7620         6    2    5    2    6    2    5    2    4    4    1    
Vardas7621          Pavarde7621         3    8    4    4    6    8    6    4    4    10   10   
Vardas7622          Pavarde7622         9    7    4    4    3    10   10   3    2    2    2    
Vardas7623          Pavarde7623         9    3    2    1    8    6    9    9    9    3    6    
Vardas7624          Pavarde7624         5    5    4    1    8    5    10   10   2    9    9    
Vardas7625          Pavarde7625         4    7    7    8    2    4    4    9    2    6    2    
Vardas7626          Pavarde7626         7    3    7    4    6    1    1    8    3    6    6    
Vardas7627          Pavarde7627         9    2    5    3    5    10   9    6    8    10   9    
Vardas7628          Pavarde7628         7    7    8    4    6    4    3    7    5    9    8    
Vardas7629          Pavarde7629         6    4    6    6    4    5    6    8    7    3    4    
Vardas7630          Pavarde7630         5    1    8    9    2    10   9    3    1    3    6    
Vardas7631          Pavarde7631         5    9    2    1    2    6    1    8    3    10   7    
Vardas7632          Pavarde7632         9    9    2    5    6    1    8    3    10   6    4    
Vardas7633          Pavarde7633         1    9    10   3    3    4    1    10   5    3    8    
Vardas7634          Pavarde7634         3    10   7    4    6    8    4    9    6    10   9    
Vardas7635          Pavarde7635         4    1    5    4    4    7    4    4    7    7    3    
Vardas7636          Pavarde7636         9    6    9    8    9    9    2    10   4    4    6    
Vardas7637          Pavarde7637         3    7    6    5    1    10   6    8    7    6    6    
Vardas7638          Pavarde7638         6    2    9    6    8    2    8    7    2    8    7    
Vardas7639          Pavarde7639         1    3    2    3    4    7    3    8    6    2    10   
Vardas7640          Pavarde7640         7    9    9    2    1    8    8    7    1    5    9    
Vardas7641          Pavarde7641         4    4    3    1    5    1    6    7    10   8    8    
Vardas7642          Pavarde7642         9    9    2    7    9    3    10   8    2    8    10   
Vardas7643          Pavarde7643         2    2    7    10   5    8    2    10   3    10   3    
Vardas7644          Pavarde7644         9    7    7    7    6    10   6    10   9    6    3    
Vardas7645          Pavarde7645         7    4    10   7    6    2    1    2    9    8    6    
Vardas7646          Pavarde7646         10   1    5    10   4    10   10   5    8    4    3    
Vardas7647          Pavarde7647         5    10   8    7    3    7    10   9    2    4    7    
Vardas7648          Pavarde7648         5    3    7    10   3    10   8    3    4    3    3    
Vardas7649          Pavarde7649         8    5    2    4    4    5    8    1    2    1    6    
Vardas7650          Pavarde7650         3    4    4    5    10   2    9    9    2    9    8    
Vardas7651          Pavarde7651         7    4    1    3    3    4    6    7    7    10   3    
Vardas7652          Pavarde7652         5    10   1    2    10   1    10   3    2    5    4    
Vardas7653          Pavarde7653         2    8    9    6    1    8    3    8    7    5    3    
Vardas7654          Pavarde7654         6    6    1    3    4    8    9    10   3    2    4    
Vardas7655          Pavarde7655         5    1    9    6    10   9    1    9    1    7    1    
Vardas7656          Pavarde7656         7    10   5    7    3    2    2    8    3    9    2    
Vardas7657          Pavarde7657         9    7    1    6    4    5    1    5    1    3    5    
Vardas7658          Pavarde7658         7    5    8    10   5    4    2    8    4    8    8    
Vardas7659          Pavarde7659         5    5    5    2    9    3    9    10   6    4    10   
Vardas7660          Pavarde7660         6    7    2    4    3    8    9    5    9    8    10   
Vardas7661          Pavarde7661         4    5    9    10   5    10   2    4    1    2    4    
Vardas7662          Pavarde7662         6    9    2    5    5    1    1    1    8    6    5    
Vardas7663          Pavarde7663         8    6    8    2    3    3    10   5    1    8    3    
Vardas7664          Pavarde7664         8    8    6    6    7    2    9    10   10   3    10   
Vardas7665          Pavarde7665         3    6    6    6    4    9    10   6    8    5    9    
Vardas7666          Pavarde7666         7    2    8    10   5    7    5    5    3    4    6    
